,Unnamed: 0,topic,argument,key_point,stance,label
13780,23030,We should subsidize space exploration,"the country only has a certain amount of money, and it would be used better to help people here on earth than to explore space.",There are issues more important to fund than space exploration,-1,1
11442,17324,We should legalize cannabis,"cannabis is a harmless recreational drug used by millions, and has valuable medicinal qualities - its present illegal status wastes police time, and is largely viewed as anachronistic.",Legalizing cannabis will reduce black-market/criminal activity,1,0
10507,7370,We should abolish the right to keep and bear arms,the right to gun ownership is in the bill of rights and held up by the courts,Gun control is ineffective,-1,0
6575,19716,We should legalize sex selection,"sex selection could lead to genetic abnormalities and start society on a slippery slope of genetic editing at a time when it is an imperfect, untested procedure that could lead to horrific outcomes.",Sex selection reaffirms gender stereotypes/biases,-1,0
3163,12217,We should ban the use of child actors,child actors are subjected to far too much pressure and are unable to live a normal life playing with friends and going to school. this pressure normally leads to health problems in later life.,Child performers tend to develop problems later in life,1,1
12342,18224,We should legalize cannabis,we should legalize cannabis for health purposes,Cannabis is safe/healthy/pain-relief,1,1
3057,12111,We should ban the use of child actors,"child actors are for the most part thrown into a role they do not wish to be in, while their parents pocket the gains.",Being a performer harms the child's education,1,0
16597,2742,The vow of celibacy should be abandoned,the vow of celibacy is unnatural and causes harm.,Celibacy reduces the pool of people wanting to become priests,1,0
6691,19832,We should legalize sex selection,"sex selection is unethical, it shouldn't matter if the baby is born a boy or a girl, as long as the baby is healthy that's all what matters. parents shouldn't be acting like god",Sex selection reaffirms gender stereotypes/biases,-1,0
7258,14607,We should end mandatory retirement,A worker should not be forced to retire if he feels he can still adequately produce for his employer.,A mandatory retirement is not fair/discriminatory,1,0
3863,12917,We should ban the use of child actors,we should not ban child actors because it would look weird if a 40 year old man was playing a child in a film.,Child performers are necessary for roles,-1,1
