,Unnamed: 0,topic,argument,key_point,stance,label
3922,12976,We should ban the use of child actors,We should not ban the use of child actors since they are well supervised and the industry are regulated to protect them.,Child performers are necessary for roles,-1,0
10271,7134,We should abolish the right to keep and bear arms,"it is a constitutinal right to bear arms and to allow you to enjoy sports, hunting and protecting you and your close relations",Gun ownership is necessary for hunting/sports-shooting,-1,1
15110,982,Assisted suicide should be a criminal offence,there is too much potential for exploitation of assisted suicide by malicious relatives that it should be banned as a matter of individual safety,Assisted suicide should not be allowed because many times people can still get better,1,0
7250,20391,We should legalize sex selection,"with the $20,000 price tag on something that is not 100% accurate, sex selection is only made available to the wealthy.",Sex selection reaffirms gender stereotypes/biases,-1,0
6739,19880,We should legalize sex selection,sex selection might cause an excess of one sex to be born at a specific time,Sex selection is expensive,-1,0
5,10142,We should ban human cloning,because it's unethical and unnatural,Cloning is not understood enough yet,1,0
16369,2514,The vow of celibacy should be abandoned,"the psychological consequences of celibacy are evident after several cases of pedophilia, i do not think the church should persist in this",Celibacy is outdated,1,0
4232,4335,We should abandon the use of school uniform,school uniforms are substantially more affordable.,School uniforms create a sense of equality/unity,-1,0
3630,12684,We should ban the use of child actors,the use of child actors is well regulated enough that there are no serious harms.,The parents should decide for their child,-1,0
10157,7020,We should abolish the right to keep and bear arms,everyone should have the right to keep and bear arms for protection,Gun control is ineffective,-1,0
1710,5891,We should abolish capital punishment,strict capital punishment brings justice and closure to the victim's family,The death penalty helps the victim/their family,-1,1
5315,21025,We should prohibit women in combat,"we should not prohibit women in combat because if a woman wants to serve, a doctor should determine it on a case by case basis rather than banning the gender as a whole.",Women can overcome differences and be just as capable in combat,-1,0
2494,13520,We should close Guantanamo Bay detention camp,it is a place of cruelty and is very inhumane.,The Guantanamo bay detention camp is expensive,1,0
13134,16227,We should fight urbanization,we should fight urbanization to protect the ozone layer,Urbanization harms the environment,1,1
10668,7531,We should abolish the right to keep and bear arms,there have been too many terrible shootings where the perpetrator has found it easy to amass weapons. making th is harder may limit these shootings.,Guns lead to accidental deaths,1,0
